@relation imdb-sentiment-2011-weka.filters.unsupervised.instance.Resample-S1-Z50.0-weka.filters.unsupervised.instance.Resample-S1-Z10.0-no-replacement-V-weka.filters.unsupervised.instance.Resample-S1-Z10.0-no-replacement

@attribute Text string
@attribute class-att {pos,neg}

@data
'Fear Of A Black Hat is everything the (much weaker) CB-4 SHOULD have been. Rusty Cundieffs satirical eye is ruthless as he folds spindles and mutilates every aspect of hip-hop trends and culture. Does FoaBH resemble Spinal Tap? Yes a bit. Is it derivative of Spinal Tap? No not really. The aim is more focused the satire is better focused and to be honest its funnier.',pos
'Greenthumb Grace is left penniless after her husbands death so she turns to ganja-growing in order to pay the bills. It sounds promising and the ever-reliable Brenda Blethyn doesnt disappoint but the material is sitcom-thin. Theres actually a scene where Grace asks her young gardener to Give me one (a toke) and he thinks shes asking for sex and acts all awkward. Yes its humour so twee a nun would be bored. Saving Grace doesnt seem to know what it wants to be: the stunning cinematography and stately pace evoke memories of Ryans Daughter whilst the light-hearted whimsy of the country townsfolk could be lifted from any episode of Antiques Roadshow. It does speed up after the first hour but by then its too clichéd to care. The climax manages to be unpredictable only by introducing the most shameless Deux ex Machina Ive ever seen.',neg
'Touching and sad movie. Portrays the trials and tribulations of a writer trying to come to terms with paralysis caused by a cycling accident. The film centers on his relationship with his married lover whom he is often very hostile towards and his interactions with other accident victims particularly a black down-and-out and a white-supremacist biker. The film is often humorous often sad and always believable. Get out the box of kleenex and watch this on a cosy Sunday afternoon with your partner.',pos
'This is a very interesting project which could have been quite brilliant. Gathering 11 prominent international directors and allotting each of them 11 minutes 9 seconds and 1 frame to create a segment of their choice; each short exploring the global reverberations of 9/11. Without using any spoilers I would say that Ken Loachs piece is the jewel in the crown and Mira Nairs short (segment India) based on a true story deserves to be made into a full feature film. One also realizes while watching his short why Alejandro González Iñárritu is one of the best directors in the world today  he simply is a master of the medium who has also a profound understanding of the subject matter. Unfortunately not all 11 parts are made as well. Youssef Chahine in his segment Egypt assumes the Arab stance of the self-inflicted collective guilt which piece could have potentially been the most interesting one. He fails miserably. Chahines short is poorly written and badly executed at least enough to stand out amongst other superior chapters of the film. Despite the imbalance in quality I would still give the film 7/10 for concept if not for execution.',pos
'There is one adjective that describes everything about this film - acting plot effects continuity etc. - and that word is poor. The government wants to asses the effects of space travel on certain organisms but the capsule crashes and a mutant something-or-other (looks like a guy in an ape suit with the top of a football helmet over his face) wreaks havoc around the accident scene which includes a favorite place for the window-fogging partying set. Therefore some young people - as well as a law enforcement officer - are among the creatures victims. You gotta be extremely unparticular about how you spend your time - or rich if you spend any money - to view this epic.',neg
'I rented this film from Blockbust because of the Cover and Title! Sounded intriguing!! This movie suffered because of the writing it needed more suspense. The monsters needed more face time. We needed them to have some sort of special power and definitely more Oh Sh-- moments. The photography didnt bother me except for the scene where a re-breather blows up. There were too many close ups. But other than that the movie seemed to drag and the heroes didnt really work for their freedom. Overall I would say everyone put in a lot of time even the writers. But this movie is definitely a below average rent.<br /><br />There are definitely better picks. I would recommend Anacondas 1 or 2 over this pick.',neg
'In what I can say was a theft of my time I was taken to see this movie and I must say what a horrible experience. Fay Ann Lee is a terrible actress and is unconvincing in this movie. Larryjoe76 is obviously a shill reviewer. The plot is thin to say the least the Cantonese dialog is not funny. See this movie at your peril.<br /><br />David Tang from Shanghai Tang should be after the movie for the little or no revenue this movie will generate. The banal plot attempts to compete with other rom-coms out there and just blends into the scenery. It was like watching paint dry. <br /><br />In short this movie was a total waste of time and space. Ive seen better movies on youtube.',neg
'Well I can once and for all put an end to the question: What is the worst movie ever made...ever? It is Flight of Fury starring and co-written by Steven Seagal. Sure there are lots of famously bad movies but this one takes the cake in that it takes itself so seriously.<br /><br />It is a Romanian-made film that speaks to just how far Romania has to go to catch up with Bollywood. It also speaks to just how utterly devoid of intellect and talent Steven Seagal has become. This movie is so bad that you literally feel violated after watching it and need to crouch in the corner of the shower and cry knowing that nothing will make you feel clean again.<br /><br />It was released only on video (I cant imagine why) and I suspect the workers that had to make the DVDs had to wear protective gear and receive regular counseling.',neg
'Anyone who rates this movie above a 3 has a very distorted view of movies anyone who rated this piece of sh!t 7 or higher i have absolutely no respect for their taste in movies and doubt they have ever seen a good one. I am always up for giving any movie a shot and i did with this one i tried to pay attention i tried not to let my money go 2 waste but 15 minutes in my friends were laughing at me cause i was listenin 2 my iPod 25 minutes later i couldnt even watch the overacting that was occurring within the film so i up and left i have never ever ever walked out of a movie until this garbage Anyone who said they enjoyed it is a liar or they should be banned from this site. I get so angry when i see a person rate this an 8 when the Godfathers overall rating is a 9.1 its like saying that that movie was close which it isnt.',neg
'I sometimes grow weary of reading reviews of some of Hitchcocks lesser known films because almost every single one starts out with someone saying this film is grossly overlooked or this is a hidden Hitchcock gem or a true Hitchcock great or some other generic if - only - people - would - watch - this - they - would - see - that - this - is - a - great - Hitchcock - film - just - as - much - as - Vertigo - North - by - Northwest - Psycho - Rear - Window - etc. So that being said I would just like to say that if - only - people - would - watch - this - they - would - see - that - this - is - a - great - Hitchcock - film - just - as - much - as - Vertigo - North - by - Northwest - Psycho - Rear - Window - etc.<br /><br />Now that may be overshooting a little bit The Ring is not by any stretch of the imagination even in the same league as any of those films mentioned twice above but compared to the other films that Hitchcock made in the late 1920s and early 1930s I really think that The Ring is one of the best photographed and performed films of mostly all of them. As an almost brand new director there are some astonishing dream sequences and brilliant segments of editing which show why Hitchcock was generating so much attention early in his career.<br /><br />Granted the film does start with among other things the highly disturbing spectacle of an idiot black circus performer (and I use idiot in the definitive manner the way Stephen King so often does) having eggs and fruit thrown at him by a crowd of not the classiest looking white people. I suppose this only illustrates how incredibly different such circuses and people were back then but I think it is one of the most off-putting sequences in any Hitchcock film Ive seen.<br /><br />The main attraction at the circus is a fighter who claims to be able to knock any man down in one round but when he meets his match it is against a man that challenges his authority not only in the boxing ring but also in the ring around his wifes finger. So begins an entertaining if not very tense challenge for the love of one woman who seems to sway from one man to the other effortlessly and thoughtlessly.<br /><br />(spoilers) There is for example a scene where her husband watches her from above as she is dropped off at home late at night and just before going into the building she is coaxed back to the car for a kiss. This kiss is never explained and there is also the fact that even at the end when she proves faithful to her husband or at least ultimately chooses him they look into each others eyes but do not actually kiss.<br /><br />The film is certainly beautifully photographed even more so than several films that Hitch released in subsequent years. There is also a performance by Gordon Harker as One Round Jacks trainer who in his stone faced expressionism reminds me quite often of the brilliant Buster Keaton. Hitch leaves it a bit ambiguous but this is a great sample of his early work.',pos
'Had no idea what I was going to experience viewing this old film from 1940. However I always enjoy viewing Laraine Day (Katie Lattimer) who plays the role as a younger sister to Jean Muir (Helen Lattimer) and also their mother Billie Burke (Mrs. Julia Lattimer). Thought I was going to be bored with the story of two sisters and a mother who is overly protective of her daughters until they meet up with Robert Cummings (Ridley Crane) who has the reputation of being a millionaire playboy who has plenty of gals and is a heavy drinker who parties all the time. One night Helen Lattimer goes on a date with Ridley and he proceeds to get bombed out of his mind and simply cannot drive his car. It is at this point in the film when this becomes a drama and changes the complete direction of this film which will definitely hold your attention right to the very end of the film.',pos
':Spoilers:<br /><br />I was very disappointed in Loves Abiding Joy. I had been waiting a really long time to see it and I finally got the chance when it re-aired Thursday night on Hallmark. I love the first three Love movies but this one was nothing like I thought it was going to be. The whole movie was sad and depressing there were way to many goofs and the editing was very poor - to many scenes out of context. I also think the death of baby Kathy happened way to soon and Clarks appearance in the movie just didnt seem to fit. It seemed like none of the actors really wanted to be there - they were all lacking emotion. There seemed to be no interaction between Missie and Willie at all.<br /><br />I think the script writers should have went more by the book. It seems like every movie thats been made so far just slips further and further away from Janette Okes writings. I mean in the movie they never mentioned a thing about the mine and the two boys or Clark getting hurt because of it. And I think Missie and Willies reactions to Kathys death could have been shown and heard rather than just heard.<br /><br />Out of the four movies that have been made so far Id have to say that Loves Abiding Joy is my least favorite. I hope with the next four movies that more of the book is followed and if Clarks character is in them I hope hes got a bigger part and I hope his part isnt so bland. I also hope there is more of Scottie and Cookie and maybe even Marty but who knows what the script writers will have in store next.',neg
'The amount of hype and the huge success this film has encountered is evidence how desperate our people are towards a good independent Saudi film. In fact the huge success of Tash ma Tash is also an evidence.<br /><br />Im not going to start of how important film making is as it is obvious to those with half a brain how films have changed the world.<br /><br />And Im not going to say how much our society needs a bunch of films to clear out a lot of issues we have in our country. Religion politics womens rights education general health terrorism Law and many many more.<br /><br />Along came news about the fist Saudi movie which shouldve been a remedy to some of the issues we have especially towards the youth. Instead we experienced a bald movie for that matter.<br /><br />The ignorance and naivety of the script was obvious. It was as if a 13 year old had written it.<br /><br />Now Ive heard that the budget for this film was huge. I would like to know where the money went huh? The effects were really ugly the editing was poor. The script was kharabeet. You really dont know what the story is and what the director aims at from this film.<br /><br />A note on the actor who played the religious brother his performance was good but with bad direction. Another thing with the role of the religious friends he had that is not how religious guys act here in Saudi Arabia! They are not Evil as this film intends. In fact they are some of the nicest people youll ever meet with some really uncommon way of living and that is what shouldve appeared in the film.<br /><br />The youth are following the religious here because of a reason and that is the youngsters are the most passionate and sentimental. And with the well formed principles the religious live on the youngsters follow them. Again this is what shouldve appeared.<br /><br />We need another First Film with a Saudi Writer actor director composer even cameraman. So that they all work with passion towards their experiment not just for the money!<br /><br />And we should do what Shakespeare did hundreds of years ago we should include phrases from the Quran in the script of the movie. As the people in our society still see art as a form of sin the challenge a Saudi movie maker is facing is changing the mentality in that angle.',neg
'This movie is a mix of a dark comedy and a drama about two guys who worked in a Butchers shop and wanted to build up their own. When they finally fulfilled that dream they faced a new problem: there were no clients! One day by accident one guy dies in the refrigerator room and a new kind of butchers business begins They start selling human flesh saying to the clients its just chicken and their business starts to improve: Human flesh sells good! Oh! I forgot to say something These guys arent normal! Theres really something missing in their brains! <br /><br />The movie has some nice dark humour scenes but it is in my opinion mostly a drama. One that shows us what is inside the head of a psychopath what are his motivations to what he does. I must confess I was a bit surprised with the ending of the movie because I never expected they could make it without been discovered but thats probably because I see too many Hollywood movies What I mean by this is that in Hollywoods cinema we always expect the punishment of the guys which do the bad things. Theres always a morality protecting the good values in spite of we all know that in real life it doesnt happen this way too many times And I liked this movie mostly because of that because it fits in a kind of cinema which is true frontal without fake moralities and which see what is on the other side behind the conventional morality It just happens in independent cinema (especially in the European)! <br /><br />Besides therere excellent performances by Nikolaj Lie Kass and Mads Mikkelsen (especially the first one) in the roles of the disturbed guys <br /><br />Very nice Danish film!',pos
'This movie changes its way a third of the way in.its totally pointless boring and stupid.i hated this movie so much that i will never watch it again.some bad films can be really funny. this is just a British art house picture that should never of been made.1 out of 10',neg
'Historical drama and coming of age story involving free people of color in pre civil war New Orleans. Starts off slow but picks up steam once you have learned about the main characters and the real action can begin. This is not just a story about the exploitation of black women because these were free people. They may not have had all the rights of whites but they certainly had more control over their destinies than their slave ancestors. The young men and women in this story must each make their own choice about how to live their lives whether to give into the depravity of the system or live with optimism and contribute to their community. I enjoyed all of the characters but my favorites were Christophe Anna Bella and Marcel.',pos
'...at least during its first half. If it had started out with the three buddies in the navy and concentrated on the naval action scenes it would have been a much better and tighter film. The second half of the film is worth it especially for the action sequences and close up shots of early 20th century ships but its like a dull toothache getting there. Also dont watch this film just because Ginger Rogers is in it. She has an important role but its a small one.<br /><br />The film starts out showing three New York City buddies working the tourist trade and also in good-natured competition for the hand of Sally (Ginger Rogers) a singing candy salesgirl along the avenue. World War I breaks out the three buddies seem completely indifferent to the struggle yet enlist in the navy anyways. The one of the three with the least industry as a civilian (Bill Boyd as Baltimore) winds up the commanding officer to the other two (Robert Armstrong as Dutch and James Gleason as Skeets). To make matters more complex Sally has fallen in love with one of the three but doesnt have the chance to tell him before the three sail off to war.<br /><br />The film is a little more interesting on board ship mainly because of the close shots we have of the ship itself and also because the chemistry among the three buddies is believable. However James Gleason at age 49 looks a bit long in the tooth to be a swabby especially when the sign at the enlistment office said you had to be between 17 and 35 to be eligible.<br /><br />One real obvious flaw in the film that made me believe that everything outside the naval scenes was slapped together with minimum care is the costume design or I should say the lack of it. In the scenes in New York just prior to WWI we have everyone dressed in the fashions of 1931 and everyone driving the cars of 1931 - no effort was taken to bring this film into period.<br /><br />In conclusion if you watch the few scenes with Ginger Rogers in them and the last 45 minutes involving the naval suicide mission youve seen everything here worth seeing. The rest is padding.',neg
'How can there be that many corrupt cops without any one of them slipping up? With enough cops to run a mini-war that include such weapons as flamethrowers you would think they would have been caught before someone writing for a weekly coupon newspaper overheard someone saying thanks to a corrupt cop.<br /><br />You will never get your 90ish minutes back. Life is too precious to rent this movie.<br /><br />I feel bad for the big named actors that made the mistake of making this movie.<br /><br />If you like Justin Timberlake feel free to rent this movie. He does have a very major part in it so fans might enjoy seeing him. <br /><br />However I believe most of his fans are young girls who may be turned off by the violence in this movie.',neg
'this show disturbs me. it takes up slots on nick at nite that could be reserved for the fresh prince or George Lopez. even full house and Roseanne. theyre all better than home improvement. first off the mother Jill annoys me SO much. she is an oversensitive whiny baby and i really despise her. brad is a fat toad and he is annoying too. and the youngest brother i dont even know his name! i dont notice him at all! thats probably not the actors fault though its probably the writers. Tim is just a stupid ass. although Jill is DEFINITELY my least favorite i dont like any of them. the only reason i gave this stupid show three stars is one star goes to randy. as the middle child he is still a pesky little brother but an older brother and i like his fun character. the other star goes to Al. as the chubby friend his character is likable. other than randy and Al this show sucks.',neg
'The Van is a feelgood movie about a guy who tries to lure girls into his new van in order to seduce them. The only thing this movie doesnt fail at is precisely depicting the van fad in the US in the late 70s. It looks like it was totally made by amateurs. Its trash but I loved it! I have to admit I am a fan of 70s trash! Hope this one makes it to the IMDB bottom 100!<br /><br />2',neg
'Hilarious clean light-hearted and quote-worthy. What else can you ask for in a film? This is my all-time number one favorite movie. Ever since I was a little girl Ive dreamed of owning a blue van with flames and an observation bubble.<br /><br />The cliché characters in ridiculous situations are what make this film such great fun. The wonderful comedic chemistry between Stephen Furst (Harold) and Andy Tennant (Melio) make up most of my favorite parts of the movie. And who didnt love the hopeless awkwardness of Flynch? Dont forget the airport antics of Leons cronies dressed up as Hari Krishnas: dancing chanting and playing the tambourine--unbeatable! The clues are genius the locations are classic and the plot is timeless.<br /><br />A word to the wise if you didnt watch this film when you were little it probably wont win a place in your heart today. But nevertheless give it a chance you may find that It doesnt matter what you say it doesnt matter what you do youve gotta play.',pos
'I have decided to flush this show from my memory down the toilet of bad TV show into the obscurity of forgetful disappointing pointless garbage TV show hell.<br /><br />The Skyler guy who is the host/star/creator of this show is boring uninteresting unbelievable not particularly good looking and not at all funny in short why is this guy on TV and especially why is he in a comedy show when hes not funny pretending to be a professional con man when he definitely is nothing but an obvious pretender? Others have said it here already but this guy is a total fake and fraud if you believe any of these cons I think you should seriously consider going to get your head checked because theyre all fake and the ones that might possibly be true are so pointless like spending all day to con someone out of giving you an average meal at a restaurant? Seriously this guy needs to go away glad this show got canned.',neg
'Well I guess I was in the mood for a movie that really grabbed me from the beginning. This movie wasnt it. It plodded along at a pretty slow deliberate pace for the first 40 minutes but there wasnt really anything in it that I was terribly interested in--theres an intriguing and mysterious feud between Jean Renos character and an old man but more of the first 40 minutes is dominated by the wanderings of the main character whom I didnt know much about and couldnt really relate to at the time. He wanders around alone for the most part he doesnt meet anyone; I imagine the director was trying to depict the loneliness of the human condition in this post-apocalyptic world or something which is all good but I still wish hed trimmed it down from 40 minutes to 15 because it can get incredibly boring.<br /><br />But after those 40 minutes things start to get very interesting. I guess I wont really say more than that because I dont want to spoil anything. So if youve seen the first 15-30 minutes of this movie and are thinking about turning it off (like I was) just stick with it--it gets a lot better.<br /><br />One of the most interesting things I found about this movie was the fact that it had no dialogue whatsoever which really made me have to think about what was happening how characters were feeling and what their motivations were why things were how they were in this post-apocalyptic world all of which gives the story a lot of room for audience interpretation. And its amazing how much more satisfying a movie is when the actors arent telling you exactly whats going on.',pos
'I was raised in a very Christian household since birth. I was saved before I saw this movie and the rest of the series and was forced to watch it in a youth group at my church. This movie was highly disturbing. I saw it when I was about 12 years old and literally had nightmares about it for years. I used to lay awake in bed and listen for the sounds of my moms footsteps upstairs. If I didnt hear her footsteps I would sneak upstairs to make sure she hadnt been raptured. I used to pray so hard every night for salvation because I was terrified of Jesus forgetting me. This is definitely not something I will show to my kids until they are much older if at all. It took me years to shake the fear that this movie gave me.',neg
'(Only minor spoilers except as noted).<br /><br />Ive enjoyed a lot of Spanish cinema recently; both the actual Spanish cinema of people like Almodovar and the Latin American cinema of directors like del Toro whose superb Devils Backbone set in Civil War Spain was the finest horror film of the last decade. Its no surprise then that this film is both well-made well-acted and manages to sustain that distinctively different Spanish atmosphere. But its also as nasty and pointless a film as one could hope not to have to see.<br /><br />What actually is the purpose of all this? We have no real idea what caused the creepy central character to embark on his killing spree despite the fact that large amounts of narrative voice-over are drawn directly from his own narcissistic journal. In a routinely unpleasant opening sequence set more than a decade earlier we see the central character killing his girlfriend in a rage of jealousy and control-freakery (if I cant have you nobody can.). Oddly enough that is perhaps one of the best sequences in the film but it has no discernible relation to his subsequent killing spree which appears completely different in both motivation and execution. What happened to him in jail to cause this change? We have no idea though we do later discover as an absurd sort of afterthought that he obtained a law degree while imprisoned.<br /><br />In Britain in several of our notorious serial killer or sex killer cases the terrible question arises; what about the wife? Did she know or suspect what was going on? This is a question that this film could have asked and indeed the wife does begin to emerge as one of the more intriguing characters. But banally the answer to the question is quite clearly: No she didnt. Even when a dramatic opportunity like this is presented on a plate the film still manages to bungle it. All we actually get sketched perfunctorily out at the end is her slightly amoral preparedness to cash in on the proceeds after the event. Compare this to the awful revelatory moment in Ten Rillington Place where Christies wife says you know what I mean. thereby sealing her own fate and allowing us an appalled glimpse into unimaginable chasms of suppressed knowledge and horror.<br /><br />(Major spoiler in this paragraph). In the meantime we are supposed to believe that the killer himself is a criminal mastermind who comprehensively outwits the police thereby securing the briefest of incarcerations in a mental hospital before being released so that he can kill again. How exactly did he achieve this? The plot gets extremely sketchy at this point; something to do with deliberately leaving certain clues for the police; but how this all works or why or how the subsequent court case actually proceeds remains a mystery.<br /><br />I actually dont believe serial killers are like this. The Silence of the Lambs may be comic book stuff but  Lecter aside  it gets its serial killers right. They are deeply disturbed deeply dysfunctional deeply inadequate people; not the creepily charming mastermind presented here (closely related to the equally implausible suave killer of The Last Horror Movie or indeed even Man Bites Dog though it appears not to have been noticed that that was a satire).<br /><br />This film has little suspense and bungles what little intrigue the plot might have generated. It has nothing useful to say about the motivations of serial killers either generally or in the specific cultural milieu of Spain. This is nothing more than a poorly plotted excuse to show some pretty misogynistic violence to women. And oddly what makes that violence even more repulsive is a certain prissy failure of nerve even in how it is presented. The soft core character of what is actually shown just makes it seem even more repellently titillatory. Just one explicit shot properly timed would have been infinitely more shocking and would have rendered all the rest completely unnecessary freeing up more film time to flesh out the gaping holes in plot and characterisation. Instead we just get endless shots of young women vulnerably spreadeagled on a table in their pretty but slightly revealing underwear. Very very creepy. Im sorry to be rude; I love horror films and can tolerate even the most extreme to the extent even of worrying my partner. But I think anyone who finds this film good or interesting even Id find myself edging away from. The purpose of a horror film is to scare you; this is just lascivious.<br /><br />It leaves a very bad taste in the mouth indeed. I have to give this film more than one star just because its competently executed but morally it deserves none at all and should never have been made.',neg
'This is not the video nastie but only because it came out in 1994 when they were presumably tired of the whole thing in Britain. It is 75\% a rehash of The Boogeyman and would have been banned for the same reason - whatever that was.<br /><br />I was initially confused as I thought that Annie (Kelly Galindo) may have been a different Lacey but she was someone trouble by psychic visions of a boogeyman similar to the one in the first film. Fans will immediately note that they are not the same person.<br /><br />After seeing a murder in a bathroom and also seeing the address as well Annie her psychiatrist and a para psychology student who greatly resembles the guy on the cheap romance novels and butter commercials head to the house and sure enough its the same bathroom. 24 hours later a murder happens just as she described. Of course we have no idea who this boobilicious woman is or why she was murdered.<br /><br />Then the movie shift to a rerunning of The Boogeyman story with some extra footage that we did not see in the original. Notably the boogeyman is shown unlike the original. Sadly some of the good scenes were cut but 90\% of it is there. Why rerun this film? Did they find the footage in the trash? What was the purpose? <br /><br />Well never know and despite the psychologist telling Annie she is cured we all know the bogeyman will never die.',neg
'I suppose JEDI is now chronologically to be considered the very last entry in the popular saga and its a very good one as were several of these. I liked how directly this sequel took off after THE EMPIRE STRIKES BACK and I appreciated the maturity of Luke Skywalker as a character(and also Mark Hamill as an actor). After hearing so many negative things about the Ewoks they werent so bad. I enjoyed the thrilling chase within the woods and I felt there was a lot of well-realized emotion with this chapter. The ending (with some new additions I presume?) successfully weaves all 6 chapters into a wonderful tale of fantasy. I know many true Star Wars fans hated George Lucas for changes he made to the original films but being a relative novice to these movies rather late in life and not missing what I didnt already know I think he made these 6 movies work perfectly as a whole entity. Oh and err -- Carrie Fisher looked quite delicious in her skimpy outfit.',pos
'This Is one of my favourite westerns. What a cast! Glenn Ford plays his role In his usual mild controlled but firm manner. Ford plays one of the smaller ranchers In the shadow of the mighty anchor ranch that wants to swallow up the whole territory. Edward G Robinson plays the crippled patriarch of the anchor ranch and Barbera Stanwyck plays his sly scheming wife. There Is plenty of action In this western that Is quite Impressive the scenery Is delicious and the letterbox scope photography Is breath taking and the soundtrack Is stereo! I would say that this western had a size-able budget It looks expensive. One of a series of great Glenn Ford westerns.',pos
'STAR RATING: ***** Saturday Night **** Friday Night *** Friday Morning ** Sunday Night * Monday Morning <br /><br />Old Detroit is back with the giant Omni Consumer Corporation continuing to swallow everything in its path as construction of the new Delta City continues and a new menace to contend with in the shape of Cain a cruel drug lord with delusions of Christ-likeness peddling a deadly new addictive on the streets called nuke. As he continues to struggle with the memories of his former life haunting him the tin plated hero sets out to bring this villain down- only to wind up getting chopped into pieces of scrap metal. With Robocop out of action a ruthless OCP business-woman proposes plans for her new android- a stomping snarling beast of a machine that needs an equally nasty test subject to power it- which Cain fits perfectly. After a brief glitch in his system Robo returns to bring justice to the streets and settle the score with Cain.<br /><br />The original Robocop is a film that always manages to astound you each time you watch it no matter how many times youve seen it one of those films that just cant be done again. That said its not surprising a sequel was made- its even less surprising that that sequel really pales compared to the original. Empire Strikes Back director Irvin Kirschner has crafted an unpleasant slightly incoherent and overlong film that cant capture the magic of the first film no matter how hard it tries. And it certainly does that the funny ads from the first film running none stop the corporate satire aiming to be that bit sharper and the action roaring as fast and furious as before but with blood/gore even meaner than the first film. The first film earned a name for some nasty blood-soaked violence (including a mans genitals being blown off and a man being blasted to pieces) but while that was more memorable the violence/gore on display here is of a more sadistic and gratuitous nature with a very unpleasant and mean-spirited tone to it.<br /><br />But overall the film leaves you with a feeling of general apathy- why are you watching this when you could be watching the original again instead? **',neg
'this is the worst film Ive seen in a long long time never mind the fact that so many useful things keep appearing on this island how convenient!!!! the acting is beyond poor from the outset its like one of those really badly scripted soft porn films on channel 5 a complete waste of time and i cant remember the lead actors name but i cant believe he still gets work!!! Ive never seen him act Ive seen him in lots of films... But Ive never seen him act. here are a few of the blaringly obvious errors apparently petrol lighters still work even when theyve been soaked in sea water!!! also according to this film you can walk into the sea naked but come out wearing bikini bottoms (Im guessing the camera man and editor were students)there are plenty more errors but Im ranting now besides its no so much the errors as the cast the script and the whole film avoid at all costs',neg
'The history of the FBI as told from the point of view of Agent Stewart via flashbacks interwoven with his personal life story. Stewart and Miles (as his wife) are pretty good as is Hamilton as an earnest agent. The problem is that the episodic nature of the story makes it difficult to get involved. Its like watching bits and pieces of a dozen different movies as we get glimpses of a whos who cast of gangsters. Some of the episodes are too long some too short and some just look out of place (Stewarts daughters school sequence). Overall it goes on way too long. Nevertheless its worth a look for its handsome production values.',pos
'Its rare that I feel a need to write a review on this site but this film is very deserving because of how poorly it was created and how bias its product was.<br /><br />I felt a distinct attempt on the part of the film-makers to display the Palestinian family as boorish and untrustworthy. We hear them discuss the sadness that they feel from oppression yet the film is shot and arranged in a way that we feel the politically oppressed population is the Jewish Israeli population. We see no evidence that parallels the position of the Palestinian teenager. We only hear from other Palestinians in prison. I understand restrictions are in place but the political nature of the restrictions are designed to prevent peace.<br /><br />I came out of the film feeling that the mother of the victim was selfish in her mourning and completely closed minded due to her side of the fence so to speak. She continued to be unwilling to see the hurt of the bombers parents and her angry and closed-minded words caused the final meeting to spiral out of control. It is more realistic in my mind to see the Israeli mindset to be a root of the problem; ignored pleas for understanding and freedom ignored requests for acknowledgment for the process by which the Jewish population acquired the land.<br /><br />I have given this a two because of these selfish weaknesses of the mother which normally would be admirable in a documentary however in the light of the lack of impartiality it all seems exploitative. Also for the poor edits lack of background in the actual instance and finally the lack of proper representation of the Palestinian side. Ultimately it is a poor documentary and a poor film. I acknowledge this is partially the result of the political situation but am obliged to note the flaws in direction regardless of the heart-wrenching and sad subject matter.',neg
'Finally watched this shocking movie last night and what a disturbing mindf**ker it is and unbelievably bloody and some unforgettable scenes and a total assault on the senses. Looks like a movie from the minds of Lynch (specifically ERASERHEAD) Buttgereit and even a little of Begotten. What this guy does to his pregnant sister is beyond belief but then again did it really happen or is it his brains left and right sides doing battle. Thats the main theme of this piece of art to draw a fine line between fantasy and reality and what would happen if the right side of the brain that dreams and fantasizes overtakes the reasoning and logical left side. And the music in this movie is unbelievable a kind of electronic score that is absolutely perfect. Even though this movie is totally shocking and pretty disgusting in some of the most extreme scenes (including hard core sex) you will ever see in any movie I viewed it as a work of art and loved it. And that music still amazes me I have to try and find the soundtrack if is available. Watching Subconscious Cruelty is a real event and not something the viewer will easily forget. And a note to gorehounds this is a must-have.<br /><br />Warning... Be careful buying this movie because some prints have fogging on the graphic sex scenes and extreme gore especially the copies from the Japanese release.',pos
'I have done some research on Ed Gien and I have found a few interesting things. Like the fact that Ed Gien was quiet and a loner not some buff over bearing jerk as in this movie. I will say that I didnt finish this movie but I will. I will cringe through the fact that all of us Wisconsinites talk like we are from Kentucy. You know the funny but oh so sad factor in this movie is Wisconsin isnt as hot as they made it look.<br /><br />This movie is not only an insult to Wisconsin people being a Wisconsite myself but it is a complete insult to a man that was proved to be an insane lonely man. He killed two people and the movie couldnt even get that right. Ed didnt get that close and personal and scare people he shot the two and only people he killed. So why do these movies lie and say BASED ON A TRUE STORY? This is not based on nothing but the lies the director came up with in his foul head.<br /><br />A joke and nothing more!<br /><br />OK I would like to add on to this. I did finish this oh so sad movie and I personal would like to laugh at the director. Do your homework when making a movie. I would like to inform you that there are no Mountains (for those who have never been in Wisconsin) and oh THERE IS NO DESERT! What the hell there was more pine trees and snow in Ravenous and that was suppose to be shot in Californa. <br /><br />OK for those who know nothing about Ed Gein I would like to give you your history lesson. Ed Gein was thought to have killed his family but it was never proved. He killed a bartender she was shot at bar close when no one was around. He took the DEAD bartender back to his house. 10 years later he SHOT and killed the store clerk he stoled the cash register and the store truck. He was caught because of this murder he came in the day before when her son was there and asked about antifreeze. The day he killed her he was in there buying the antifreeze and the reciept that only had antif..... was the only evidence they had to start a world wide man hunt. He robbed graves in fact in robbed 56 graves. He hate the people he dug up and he made furinture; lamp shades couches chairs and other things. <br /><br />He had a family that he had dinner with once and awhile and they threw all the meat he ever gave them out when he was caught considering he was caught at their house. He was arrested and hid in the back of a cop car in fear of what may happen to him. How do I know all of this? I read the book the judge that tried him wrote. <br /><br />After this movie was over after watching the whole horrific thing not only am I offended by the directors horriable view on what Wisconsin women look like. I mean it was hard to tell who this guy had on the slab half the time you know cause Wisconsin women are all BLONDES. Please! I am overly offended by the lack of homework this guy did and the poor job he did making this movie. I have no idea who this Kane guy is and I think he may be OK in something else but he did a horrible job playing Ed Gein. <br /><br />After all of this I am so sad I wasted the 3.99 on the movie. <br /><br />Movie after finished was completely untrue this movie is like me saying that the world is flat and George Washington wasnt our first president. Come on people that is your history and this is Wisconsins history. To end this rant how would all of you feel if I made a movie and George Washington looked like Brad Pitt (some of you may think that is fine but it would be not true) and he lived and wasnt the president and whatever. You cant rewrite history.',neg
