@relation imdb-sentiment-2011-weka.filters.unsupervised.instance.Resample-S1-Z50.0-weka.filters.unsupervised.instance.Resample-S1-Z10.0-no-replacement

@attribute Text string
@attribute class-att {pos,neg}

@data
'Yeahits low budget. Yeahits one of Candys earliest films but it is maybe his funniest! John Candy was not so far removed from his SCTV days in Going Berserk and it shows. If you dont crack up when Candy tries to help a guy with his groceries while being hand-cuffed to an escaped cohort in the process of having sex with his girlfriend with only the apartment door separating them (huh? see the movie!) or the way Euguene Levy (the creator of Kong Fu Yu) is talking to his mom on the phone or just the countless number of facial expressions that only Candy could deliver you better check your pulse! If you like the John Candy of Only the Lonely this is may not be a movie I would advise you to see but if you enjoy the SCTV days of John Candy this movie is a must see!',pos
'...and boy is the collision deafening. A female telephone lineman is taken over by the spirit of a recently-deceased ninja strips down to her undies pours tomato juice on her body so her boyfriend can lick it off performs a seductive dance then goes off to kill the policemen who killed the ninja shes possessed by. Only to be hunted down by a one-eyed ninja master. Just like in real life eh? Enlivened only by Sho Kosugis martial arts choreography (and his declining to put his obnoxious kids in this one) you really have to see this to believe it. Its the ultimate mix of totally at-odds genres.',neg
'Trust me this is one let down movie that you want to avoid and this comes from one huge Denzel Washington fan. The frustrating part is that its 1/3 of a GREAT film. The first part of this movie does an exceptional job of setting up the characters and the new relationship between Creasy and the girl hes paid to protect. The trailers to this movie all mention that she is kidnapped. So Im giving nothing away when I say that the film degenerates into an almost unwatchable mess after shes kidnapped. Whatever the director was trying to accomplish all he succeeds in doing is making the audience literally nauseous. Rapid frantic and choppy cuts follow for the next half-hour as Creasy tracks down the perpetrators. These cuts are so unnatural and nauseating that all they do is to jolt you out of the story. Im sure the director thought that this unsettling way to present the story signified a change in Creasys character and signified that a different movie was to follow. Well he was right. The movie that followed was complete and unsatisfying crap. The result of which is a depressing ending that ruins even the quality first forty minutes of the movie.',neg
'A Chinese Ghost Story stars the late great Leslie Cheung as Ling Choi Sin a penniless tax collector who decides to spend the night at a deserted temple where he meets and falls for a beautiful woman called Tsing (Joey Wang). When Ling discovers that Tsing is actually a ghost who has been forced to seduce victims for an evil tree spirit who feeds on chi (life force) he decides to try and free the girl by giving her remains a proper burial. Enlisting the help of Swordsman Yin (Wu ma) a crazy Taoist monk Ling successfully defeats the tree spirit but must also do battle in hell against the evil Lord Black to whom Tsing is due to be wed.<br /><br />The first Hong Kong film that I saw which wasnt purely martial arts action A Chinese Ghost Story opened my eyes to the incredible world of Asian fantasy horror a magical realm inhabited by beautiful female ghosts bumbling innocent heroes sword wielding Taoist monks monstrous spirits and dark lords of the underworld; I instantly fell in love with the films exuberance energy humour inventiveness and visual excellence.<br /><br />Two decades later and this amazing movie still remains one of the finest examples of its genre that I have seena sumptuous breathtaking masterpiece that brilliantly blends horror comedy fantasy and romance. With superb direction from Siu-Tung Ching excellent editing from David Wu stunning cinematography and a whole slew of imaginative special effects (including a humongous killer tongue a many tentacled monster and multiple flying heads!) A Chinese Ghost Story is a completely unforgettable and thoroughly enjoyable experience from start to finish.',pos
'Horrible acting with the worst special f/x Ive ever bore witness too. Its bad enough I wasted $3 to watch this crummy pile of crap but its the hour and a half time I lost that I couldve been doing anything else like getting a root canal or volunteering for jury duty. Getting drunk couldnt even help this video.<br /><br />To put it bluntly I sincerely believe I actually lost a few IQ points during the course of watching this idiotic piece of mind-numbing work! Perhaps I should have followed my own advice this time. Never expect a decent film if its written directed and produced by the same person and never EVER expect anything of value from Jeff Fahey.',neg
'Rawhide was a wonderful TV western series. Focusing on a band of trail drovers lead by the trail boss Gil Favor. Most episodes - especially from the first 3 seasons were really character studies of Favor and his men. Guest stars came and went but unlike Wagon Train they seldom dominated the episodes they appeared in. Rawhide was a true gritty western and Gil Favor stood out as a memorable character never to be forgotten. Thanks to Eric Flemings performance the show became a massive hit. Of course he was ably supported by a wonderful cast of good actors - Clint Eastwood Sheb Wooley Paul Brinegar Steve Raines James Murdoch Rocky Shahan Robert Cabal. All of these actors left their mark in a piece of television history. Rawhide captured the flavour of that time of the west that no other series has for me as yet anyhow managed to do so. Later seasons tended to split the leads and give them individual story lines. For me some of the time this didnt work - the cattle drive and the regulars provided the best stories. However there were still some classic stories and Rawhide remained top drawer affair. The black and white photography added to a bleak realistic feel that other western series seldom managed to capture. Rustlers IndiansCommancheroes beautiful damsels in distress serial killers they all showed up to give our heroes problems. The end came for the series quietly when the final season was axed less than half way through. The reason - Eric Fleming had departed and Rawhide was now a head without a body - the gritty realism was gone Gil Favor commanded respect and exuded authority - he was never infallible and this made him all the more interesting. We shall not see his like again. Watch an episode whenever you can they seldom disappoint.',pos
'I enjoyed the film very much especially the performance of the exceptionally beautiful Gong Li as the concubine.<br /><br />It was a little distracting however to have Chinese dialogue PLUS English subtitles PLUS American-accented voice-over even though the voice over was very well synchronised.<br /><br />Qin shi huiang dis (The First Emperor of Qins)family name was Zheng and his given name Yiong so in the English he should have been referred to as King Zheng or Emperor Zheng and NOT as King Ying Zheng as in those days the two family/given names were not used together.<br /><br />The State of Qin is pronounced Chin not shin - a pity the researchers didnt get this right.<br /><br />I forgave this but was dismayed at the end when the commentary announced that he was buried at Zai-an together with his terra cotta warriors. The town Xian is pronounced See-an  never Zai-an- surely the American voice-over speakers could have got that right !',pos
'This was a truly bad film. The character Cole played by Michael Moriarty was the biggest reason this flopped the actor felt that conjuring up an unbelievably awkward southern drawl would make this character more evil it didnt. After about 20 minutes I had wished for a speech therapist to make an appearance this would have added some sincerity.<br /><br />- 1) badly acted - 2) unsympathetic characters - 3) razor thin plot line<br /><br />Yuck!<br /><br />',neg
'The essential message - one which Miller would have surely intended after seeing Vichy war crimes trials - is that hatred of somebody without rational basis is a waste of life. Meat Loafs character Fred has known Lawrence for many years and yet when the time comes at the bidding of his fanatical supporters he allows them to attack a man who is not part of their target group. For me this is the crucial message - it doesnt matter what Lawrence and his wife do from this point onwards - they are marked and have chance to save themselves by using reason. Animal aggression and anger have blinded Freds Union thugs to reality.<br /><br />A friend of mine suggested I should see The Wave to study how irrational hatred and evil ideology can take over people without them realising it. I once conducted an experiment in a role-playing game and was shocked to see how normal and level-headed people welcomed the creation of an oppressive police state - which would ultimate threaten them all - because it crept in in stages.<br /><br />Fred is the start his LA friends and preacher idol are the catalyst which pushes his neighbours over the edge into violence without stopping to think that what they are doing in wrong.<br /><br />The relationship between Lawrence and Finkelstein the Jewish shopkeeper is a fascinating one because Lawrence misses the point almost until the end: if the bigots force Finkelstein out where is he to go? If his family have fled the Nazis what an irony to be tormented again in the land of freedom.<br /><br />That big poster (its a fairly famous propaganda piece) about American families enjoying the highest standard of living in the world is a very important detail. When you see this film watch for the grafitti on the subway train and all the little posters. The message lurks there too.<br /><br />This movie should be on the curriculum of every school especially in our time when baseless hatred is being promoted so widely by reasonable people who are just extremists in thin disguises.',pos
'Ive seen this movie twice already and am very impressed with it.<br /><br />The conversations between Nimi and her mother plus Nimi and Matthew are very touching. The Nigerian community is shown very truthfully and as colourfully as it usually is.<br /><br />Although certain things could have done with a bit more explanation; if we knew why Matthew was in the South of France in the first place the scenes following Matthew being found in his car would be more understandable.<br /><br />Luckily Optimum Releasing have a website that has detailed production notes that help to make such scenes better to understand.<br /><br />I would go and see it again but unfortunately it had a limited release in London and is not longer available to see. I hope the video release gets it to a bigger audience because the film deserves it.',pos
'Fully deserving its prestigious Hollywood award nomination this is an entertaining little gem with lots of pizazz and some delightful surprises. Outstandingly funny scenes include an hilarious shoot (and re-shoot) of a WW1 trench scene with Australian comedian Clyde Cook as an optimistic non-com and the hapless McDoakes as a Boyer/Colman messenger  all under the beady eye of Ralph Sanfords delightfully irascible Anguish; a lost McDoakes guided and re-guided by equally perplexed Jack Carson; assistant director Chandler rejoicing in a McDoakes-sent opportunity: Im going to be a director! <br /><br />Ace comic OHanlon has a dual role playing both McDoakes and himself playing McDoakes! Oddly Richard L. Bare who does play himself in one or more other entries in the series has turned down that opportunity here. In real life Bares a youngish six-foot Rock Hudson lookalike but here hes impersonated by veteran actor (over 500 movies!) Jack Mower.',pos
'the first Childs Play was an original and effective little horror movie. as expected though the 2 horrible sequels seemed to spell the end for this franchise.<br /><br />well when i heard they were making a 4th one called bride of chucky i just rolled my eyes and muttered a ...when will they ever learn.<br /><br />but when i heard that they had gotten a great director Ronny Yu and a solid cast including the awe inspiring Jennifer Tilly my interest in it perked up.<br /><br />this film is extremely well done. it has a great sense of humor highly stylized graphic violence great cinematography and the stunningly sexy Jennifer Tilly strutting her most impressive stuff during the first half. (i should add that she is also a fantastic actress as well.)<br /><br />it keeps its tongue firmly in cheek without veering into campy territory. the doll effects are great and the verbal interplay between them is priceless. its more of a horror/comedy than straight horror but the humor is welcome and well integrated. <br /><br />ive already heard that theyre planning a Son of Chucky. if they can match the quality of this film than maybe this franchise will have made a legitimate comeback.<br /><br />rating:8.5',pos
'for a slasher flickthis movie is actually better than a lot in the genre.yes it is predictable-resident nut job goes on killing spreepeople dieyada yada yada.however there are some good positives in this film.first offi really liked the mask the nut job wore.it is definitely creepy to say the least and possibly unique(although i havent watched every single slasher film ever made)alsothe genesis of the bad due is something i havent seen beforeand he way he finally meets his end is a novel conceptas far as i know.i also really liked the weapon of choice employed by Mr sickofor most of the murders.the murders themselves are not as graphic as most in the genrebut thata small concern.the movie does not take itself seriouslywhich is something most slashers suffer from.oddly enoughwhile watching the moviei was reminded of the early Friday the 13th filmswhich did take themselves seriously.there are a few concerns about this movie.in several scenesthe killer suddenly bears a strong resemblance to one of our horror icons.by thisi mean his movements and his reactions upon being shotand also the way he walked.of bigger concernhowever is a scene very close to the endwhere Mr crazy bears a more than striking resemblance(actually a complete rip off)of another famous horror titan.and in the very last sceneswe have our scumbagonce againlooking exactly like the 1st horror icon i mentioned.in fact that last scene is almost a complete rip-off from another icon in the slasher genre. these scenes were weak and unoriginal(obviously).by the waythe movie is set in Australiaso if youre a sucker for a chick with an Aussie accent(like me)youll be in heaven.if you notthan it just might grate on you.one other great thing about this movie:beautiful Kylie Minogoue(just dont get too attached to her)there is one non Aussie accentcourtesy of Molly Ringwald.overallthere are more reasons to watch than not.i enjoyed it and had some fun.soi have to give Cut 8/10which may seem too high to some people.',pos
'A journey of discovery this film follows the lives of one family living in a sleepy island town in British Columbia. Languorous and dreamy the inhabitants are satisfied to allow life to go on around them until a young fresh-faced teacher with new ideas arrives and brings with her life from the mainland. Slowly their indolent state is awakened the father (and principal of the local school) looks for excitement the mother for stability the oldest daughter for love and the youngest for power. While not an incredible or ground-breaking piece of cinema the movie is quietly enjoyable and good for a tired night when the wind is blowing. Unfortunately I doubt anyone outside of Canada will find it easily accessible.',pos
'This reminds me of when I was a born-again believer who was going to be a minister. I never actually thought I would be a minister or even graduate from high school because I was almost positive I would be raptured to Heaven before that would ever happen. That was before I discovered that Christianity was a bunch rubbish. I am now an atheist and that just proves that the once saved always saved doctorine that Christians tell us is no more real than elves. If it were true then why did I leave after many years of being a devout born again believer? Yes I really was saved. I prayed that silly sinners prayer with all my heart.<br /><br />If Christians were to read their Bible they would discover that their god thinks like rape genocide abortion and many other atrocities are alright according to him. They might be surprised to learn that no where is the word rapture mentioned.',neg
'The good thing about this thats at least fresh: Almost no movies about dance music and the club scene (if even made) hit the cinemas. And it radiates lots of energy too from the music to the portrayal of Ibiza.<br /><br />But the main problem is that it cant decide what it wants to be. Although it definitely likes to be a mockumentary in the line of This is Spinal Tap the makers also realized they wouldnt want to play copycat. However it fails grossly on the jokes because its not very well written and most characters are underdeveloped. And it has no arc in its script and directing to make it to 90 minutes so why not edit it down to 75? The production department and cinematography still try to save the day (e.g. Pauls home).<br /><br />In a strange way and unexpectedly so Its all gone Pete Tong works much better as a simple drama in the line of Almost Famous. Especially the scenes with Beatriz Batarda offer some acting power.<br /><br />Conclusion: its a mess it somewhat entertains at a basic level but you better spend a night in your favorite club.',neg
'To paraphrase Thora Birch: I kind of like this movie. Its the exact opposite of everything I hate in a film.<br /><br />This obscure film was too low key and intelligent to get a theatrical release any chance for success would have needed a costly promotional campaign. And a coming of age story where nothing spectacular happens - where instead the focus is on character development has a limited target audience. Whoever heard of a mature teen movie?<br /><br />But if you have an opportunity to see this or if you can part with a few bucks for the DVD you could do a lot worse. My Teachers Wife is nothing revolutionary but it has a lot going for it and holds up well to repeated viewings.<br /><br />Jason London (as high school senior Todd Boomer) is the star and fits this character as well as his parts in The Man In the Moon and Dazed and Confused. He is helped out by exceptional work from his supporting cast. Tia Carrere in the title role is a revelation (she can act) as Todds calculus tutor and love interest. Christopher McDonald as the teacher in a nice self-parodying performance. Zak Orth and Alexondra Lee as Todds best friends and Jeffrey Tabor as his father. <br /><br />As someone commented earlier this is a mature teen movie because the romantic relationships are universally unsuccessful-at least by traditional happy ending standards. Even Todds parents are indifferent to each other with his father panting after the title character and his mother (Leslie Lyles) literally on the telephone during her entire time on screen (a device that provides increasing comedy relief with each successive appearance). The London-Carrere romance has unexpected charm and is far more believable than any other older woman storyline you are likely to find. <br /><br />But the real strength of the film is the evolving relationship of the three friends. There is no overwrought melodrama here just three immature people who alternate between testing and trusting each other subject to all the dynamics that three young people can bring to this kind of thing. They actually manage to pull off a believable three-person relationship perhaps the first one in cinema history. <br /><br />Then again what do I know? Im only a child.',pos
'Ridiculous nauseating doggerel with terrible acting; ineptly superficially and condescendingly trawling all the most banal clichés about Tuscany and Italy divorce and midlife. The main actor nervously grimaces her way through the film struggling to portray the appropriate level of smug self-congratulatory self-pity the worthless character and script call for. Im sure the book was bad but it cant have been this bad! The camera is permanently fitted with a vomit-yellow Tuscan lense filter (perhaps the Tuscan sun wasnt Tuscan enough?) which they forgot to remove when the scene shifts to Rome and (how imaginative!) the Amalfi coast. Youve never seen the white marble of Romes Vittorio Emmanuelle monument looking so yellow... I mean Tuscan. One of the worst movies ever and therefore quite worth a look.',neg
'Ive had a lot of experience with women in Russia and this movie portrays what a lot of them are like unfortunately. They are very cunning ruthless and greedy as well as highly unfair. From the robotic sex the hustling for gifts to the lies and betrayal Ive experienced it all in Russia.<br /><br />I know what Im talking about. And here are my qualifications: Here are the photojournals of my three trips to Russia in search of a bride. It includes thousands of pics of many hot Russian girls I met black comedy scams I was privy to and the story of my mugging and appearance on Russian national TV.<br /><br />http://www.happierabroad.com/Photojournals.htm<br /><br />Its like Reality TV. You will love it. I spent a ton of time putting it together. So check it out. The Russian woman that Nicole Kidman plays is a lot like the Julia and Katya in my photojournals.<br /><br />My 3 bride seeking trips in Russia happen to be very exciting and would sell so why dont they make a movie out of my bride seeking adventures in Russia? However there is one factual impossibility in this film and that is the way which the guy orders his bride from a catalog and having her arrive at an airport. It doesnt work that way at all so I dont understand why the media likes to perpetuate this. There isnt a single Russian bride introduction website that works this way and I challenge anyone to find one that does. The fact is you can only order the Russian ladys CONTACT INFO (email address phone number etc.) from the website. From there you correspond and then visit her and if you want to bring her to your country you start the immigration process at your INS office and wait months after that. Thats how it works in real life. You cant just order her to arrive at your airport. US Immigration would NEVER allow such a thing to happen.<br /><br />WuMaster <br /><br />- I got everything I wanted by going abroad! You can too! http://www.happierabroad.com',pos
'The 1963 version of The Haunting has been one of my favorite horror films for years so I anticipated the release of this 1999 remake with a good deal of trepidation. It hardly seemed that any follow-up could exceed or even equal the original masterpiece. Unfortunately my worries were well-founded: This movie stinks.<br /><br />I dont know what the people involved in this film were thinking. Jan De Bont who seemed to have had a fluke when he directed the excellent Speed does as poorly here (or perhaps even worse) as he did with the much-hyped duds Twister and Speed 2: Cruise Control. Hey Jan stick to cinematography would ya? Liam Neeson is adequate in his role as the doctor-pretending-to-be-a-sleep-psychologist -- I dont think he is capable of turning in a truly bad performance -- but even he cannot save a lame script and weak story. Catherine Zeta Jones proves once again (as she did in Entrapment) that she lacks the acting ability to rise above the material that is handed to her. The female lead who did great in an episode of The X-Files looks lost here as Eleanor an insomniac hovering on the edge of sanity. And that blond guy whoever he is is more wooden than the laughably strange statuettes of children carved into the woodwork around the house. I dont think he changes expression once during the entire film.<br /><br />(SPOILERS AHEAD)<br /><br />The reason the first movie worked so well is because we were never sure whether the house was truly haunted or whether the manifestations were a result of Eleanors precarious mental state. No spirits are actually seen in the original leaving much up to the imagination--a hallmark of other great horror films like The Changeling and The Blair Witch Project. In this updated version we of course get tons of CGI ghosts which basically (in the face of the weak script/plot) make the movie totally unscary. The f/x arent even that great considering they were done by ILM. The frozen breath looks particularly fake. The effects in the underrated Peter Jackson film The Frighteners which I saw just before this one were a lot better. The wooden carvings of the children which are supposed to look creepy just look silly (especially when they scream) and the CGI monsters are nothing to write home about. Rather than providing a relief from the bad acting bad direction and bad writing the effects only add to this mess of a film.<br /><br />Some particularly dumb scenes: When the three other characters break into Eleanors bedroom and none of them seem at all surprised to find a huge scowling demon hovering over the bed. The scene where Eleanor sees the former lady of the house hanging from the rafters... the acting here is particularly bad. And last but not least the unintentionally hilarious bit where Wooden Blond Guy utters an uninspired shout of what is supposed to be anguish leaps up on a piece of furniture and starts slashing away at the painting of the old evil guy who built the house. We actually get some satisfaction in this scene as seconds after his attack Blond Guy is dragged over to the fireplace by the ghost of the old guy and promptly gets his head cut off by the flue. It was the only part of the movie I enjoyed.<br /><br />In sum stick to the original 1963 The Haunting. 3/10 stars.',neg
'For the first couple of seasons I thought The Apprentice was a highly engaging and exciting show. The combination between reality TV and a 16 week job-interview was innovative and the producers of the show managed to keep the show relevant and not too out there.<br /><br />The new season 6 is nothing more than a big joke and it has absolutely nothing to do with business - at all. In the earlier seasons they used to put a lot more emphasis on the business-related tasks - now the focus is mostly in the boardroom where the contestants are expected to do EVERYTHING to keep them on the show (that means lying trash-talking backstabbing etc.). The boardroom can be entertaining to watch but its entertainment at its low-point - Sometimes you wonder if you are watching a repeat of an old Jerry Springer episode. The tasks on the show are at most boring and mostly a showcase for the companies who are dumb enough to pay NBC for the publicity. And what is the deal about half of the contestants living in tents in season 6? That is just plain stupid and has nothing to do with business in real-life. <br /><br />I have absolutely NO respect for any of the contestants this season they all seem like idiots to me. In earlier seasons at least some of the contestants had a bit of integrity now it seems like the contestants would kill their own mother to keep them on the show. It also seems like Donald Trumps massive ego becomes bigger and bigger for every season that pass by and to be honest I cant see why anyone with a common sense would want to work for him. His rationality in the boardroom mostly doesnt make any sense at all and sometimes it seems he just like to trash people for what its worth.<br /><br />R.I.P The Apprentice. Please NBC for Gods sake get the show off the air as soon as possible. Its just too embarrassing to watch. The Apprentice was once a great TV-show but now its just a big fat joke.',neg
'This game is an action/adventure with combat. There are quite long periods with no combat but other times you have to get rid of various kinds of monsters. The monsters are not like anything you would see in real life and they have to be gotten rid off in order to continue with your quest. The whole game is a quest. You play Adam Randall whose father contacts him from the beyond and asks him to come and save him. The game is from the mid 1990s and has to be played in DOS. I used Dosbox and was able to play the game quite well. The graphics are not as good as some games even of the time mainly because the resolution is not high and some scenes look quite blocky but others look batter but dont let that put you off the game. The game is very imaginative its long and can make you jump when unexpected monsters appear out of nowhere. Not for young kids who likely wouldnt be interested anyway but over 13 or 14 might like this game. Its a horrormysteryctiondventurecombat combination.I thought it was a great game. Its had to find now. maybe Ebay. But remember its a DOS game and you would not be able to play it on todays faster computers. would be hard to play on fast computers unless you use Dosbox. Oh and the acting is very good too.',pos
'Theres nothing new here. All the standard romantic-comedy scenes even down to the taxi sprinting to the airport to stop the woman flying away. The only thing that saves this is the acting of Alison Eastwood & some of the minor characters (blink and youll miss Gabrielle Anwar) who obviously had some fun.<br /><br />Turn it off when the pair are in bliss and you wont have to go through the inevitable plot pain.',neg
'With a cheap pound shop having just openedi thought that it was worth looking to see if their were any cheap DVDs that looked good.and while the back of the cover made this sound like a Jeepers Creepers type of filmit is actually an anthology film! and thought one or two of the stories feel very familiar.Its still a fun light horror/comedy. The plots:<br /><br />Story one:The classic.<br /><br />A young couple feel the it is time that they should try to in prove their financial life by picking up a $1500 car.Butwhen the guy goes to pick a cara car starts to talk to him.The car (called Banns) says that to get everything that he has ever wanted in lifethat he must buy Baans for $5000.So while the guys relationship crumblesBaans does everything he can to show who really is in charge.<br /><br />Story two:Kitchen culture.<br /><br />A guy that might get thrown out by his land lorddue to how messy his flat isdiscovers that due to keeping a tuna pasta in his fridge for six monthsthe it has now moulded and evolved into a green mouldy version of himself!.And while they start off as friendsthey end up having a big falling outthe leads to a final battle to see if the real guy or his fridge clone will survive.<br /><br />Story three:Too good to be true.<br /><br />A girl signs up with a dating agency and she gets matched with a guy the is perfect for her.But she is unsure that the guy is too perfectand when she thinks that she sees him shut down she starts to get spooked. View on the film:<br /><br />The first thing that i have to mention is the rating for the film in englandwhere it has been given an eighteen ratingeven thought it has no nudityswearing or blood at all.And the other odd thing about all the stories is that they all have happy endingswhere the goodies win!.And while the first story is too close to the Stephen King classic Christinethe second story is easily the highlight of the filmwith director Tom Parkinson making the nuttiness of the story feel like a low-budget Muppets episode!.<br /><br />Final view on the film<br /><br />While it does have a bit of a remake; feeltheir is enough wackiness to make this a good horror comedy.',neg
'This really is a film of two halves. The first detailing the lives and friendship of two boys (one a privileged Pashtun and the other a down-trodden Hazara) in late 70s Afghanistan before the invasion by the USSR works extremely well. The young actors turn in convincing performances and seeing Afghanistan as it once was throws the present situation there into stark relief.<br /><br />The real problem comes when we move into the later phase of the story where we join the Pashtun as a man living in America. Ancient debts to his young friend lead him to return to his homeland and it is really at this point that things break down. The central adult character is clearly supposed to be sympathetic but in fact comes across as wimpish and wallowing in self pity. It is hard to really care for him and one cannot help but feel that the really interesting story is the one we do not get to see - that of his boyhood friend.<br /><br />Once he returns to Afghanistan the narrative becomes bogged down in a series of highly contrived coincidences. Most remarkably he manages to come across his childhood enemy after all these years almost immediately (even though he is not looking for him) despite the chaos that has since consumed the country. This enables him to confront past demons in a way that is simply too convenient to be credible. The resolution of the narrative is also run through with an awful mawkish sentimentality which undermines any really serious points the film may be trying to make.<br /><br />Although it is possible to start seeing characters and the abuses of their lives as symbols of a state which has been torn apart by world politics it is hard to really see this as a film which engages with any wider political discussion. Instead the narrative becomes reduced to one characters emotional journey of self discovery and healing. Unfortunately this character is so dull and wrapped up in himself that it is hard to really become engaged in his story while opportunities to make a really interesting film about Afghanistan itself are wasted.',neg
'> Contrary to most reviews Ive read I didnt feel this followed any of the other rock movies (Spinal Tap etc.) The story was more unique although I feel most people wanted to see the sex drugs & rock and roll vices that the band kept alluding to.<br /><br />> As an American I knew a few of the actors - Spall Connelly & Rea. Surprised to find out Brian/Bruce Robinson was in Zifferedis (<sp?) classic Romeo & Juliet. Guess Ill have to rent that next.<br /><br />> THE FLAME STILL BURNS - My wife who hails from Mexico didnt follow the English/British language too well missed some of the jokes (which I dutifully explained) but she cried her eyes out at the concert scene. She loves the song so much now.<br /><br />> Funny that Amazon.com has the soundtrack for $30+usd when I bought the DVD in the bargain bin at Wal-Mart for $5.50usd. Price non-withstanding I first saw this on late night cable and have been dying to find it ever since.',pos
'Well it might be a kids movie...perhaps but im not gonna let my kids from 9 watch it!so the one who say it is a kid movie hmm?!it is teenager movie i agree..so but back to the movie it is about a boy who can lie very good..so good that at the end nobody nows truth or lie.Anyway it is a nice movie to see nice screen play i vote a 8 for screen play and story ...i think they writers mend a litlle lesson whit it...the truth is never overated.',pos
'So whats the big fuss out of making an INDIANA JONES wannabe when you have an actor whos cast as a fictional dude from adventure storybooks who doesnt want to go out on an adventure??? Whoever wrote the script for JAKE SPEED was probably fired but for whatever reasons possible this movie greatly lacks in excitement! That doesnt mean it has no action but look on the dark side of the picture. This has got to bare no resemblance to INDIANA JONES or other action-adventure thrills containing cliffhangers and narrow escapes and JAKE SPEED was promoted that way using clever propaganda to make me and several others interested in it! Besides Ive never heard of the guy so who needs his attention?',neg
'Hardbodies 2 is harmless aimless and plot less. I would add brainless to that list but the movie-within-a-movie gimmick although not done very well helps it to narrowly escape that label. The scenery has changed from the California beaches to the Greek islands and the only returning cast members from the first film are Sorrells Pickard (the bearded guy) and Roberta Collins (who at one point falls into a mud pit bringing back memories of her classic catfight with Pam Grier in The Big Doll House). All the other actors are new but apparently Brad Zutaut is supposed to be playing the same character (Scotty) as Grant Cramer did in Hardbodies. This sequel lacks the energy and appeal of the first movie and doesnt come close to matching it in the hotness department either. Of course Brenda Bakke and Fabiana Udenio are both very pretty but the Teal Roberts - Cindy Silver - Kristi Somers team is unbeatable. Hardbodies 2 is not the worst of its kind by any means but if you only want to see one of these movies the original is the one to get. (*1/2)',neg
'A good film and one Ill watch a number of times. Rich (the previous commenter)is right: there is much more going on here than is clear from the title boards and I have to wonder how much has suffered in translation. Were there more in the original? Or was a native-language audience expected to lip-read more? Or -- since the screenplay was written by the author of the novel on which this was based -- was this a currently popular story with which the audience was already very familiar? In short very worth a look but it probably requires more work from contemporary viewers than the original 1913 audience had to put into it.<br /><br />The Alpha Video release touts the new organ score but the music is not matched to the story progression in any way. Sure it starts promisingly but degenerates into a repetitive Phillip-Glass-like monotony that reflects nothing of the action on the screen. After listening for a while I turned off the sound and simply watched: much better!',pos
'Being a slasher film aficionado I typically will settle in to watch every slash movie that passes over my retinas which sometimes does more harm than good to my brain I will say. While channel surfing the other night Sleepaway Camp II happened to cross paths with me. Of course I wanted to check it out as I had heard of the Sleepaway Camp franchise but have never actually seen any of them (for shame I know). I will note that since I have not seen the original my criticism should probably not be taken too seriously because perhaps what I think is wrong with it is totally intentional by the franchises own design.<br /><br />Now Im assuming that the franchise of Sleepaway Camp is in itself a joke on itself. Hell even the name comes off as an intentional joke. Sleep away camp? Its good fun. I can appreciate the film for wanting to just put together something for pure camp horror value but thats about as far as I can go. The acting in this movie made the cast of the original Friday the 13th look like thespians doing a rendition of Macbeth. Campy requires bad acting but come on. Pamela Springsteen as the evil out-of-touch-with-reality killer did a better job of killing off my interest than she did killing off the entire cast. As far as comedy goes there were a few times where I chuckled but it was few and far between.<br /><br />Ultimately SAC II is pretty boring and I really did want to sleep away the camp. The deaths are so obviously staged and fake that you can barely appreciate them. If youre looking for a slasher film comedy with good camp I recommend Club Dread. If your channel surfing takes you across this one check and see what else is on.',neg
'The 80s is largely considered the decade in which horror decided to have fun. Sometimes there were some definite brains behind it all (Evil Dead II Night of the Creeps and Return of the Living Dead for example) and then there were those movies that were mindless but had a definite low rent charm and were perfect for a night with beer and friends. Movies like Pieces and Blood Diner stacked rental shelves in the 80s and 90s offering little in intelligence or craftsmanship but plenty in dumb entertainment. Kevin Tenneys 1988 movie Night of the Demons is a part of this tradition-stupid poorly acted and not an original bone in its body but dammit if you dont have a good time.<br /><br />The plot is so simplistic it just had to come from the 80s: a group of dumb teens played by a bunch of actors in their mid to late 20s decide to go to a party at Hull House thrown by Angela (Mimi Kinkade) and Suzanne (Scream Queen legend Linnea Quigley.) Well Angela and co. decide to throw a séance. This turns out to be as Will Arnetts Arrested Development character Gob would call it a Huge Mistake because a demonic force soon possesses Angela and starts to get to the others as well.<br /><br />Take The Evil Dead A Nightmare on Elm Street and your average dumb dead teen flick throw them in a blender and Night of the Demons is what you get. The movie is anything but original and really its not a good movie. The whole thing is insanely derivative the acting is terrible the jokes often fall flat the characters are annoying (especially the character of Stooge) and the plot holes are numerous. That out of the way its still a lot of fun. So why? <br /><br />Well for one thing the make up and gore effects are top notch with some really memorable moments (especially a nasty and just plane odd bit with a tube of lipstick) that really stick out. It also rarely if ever takes itself too seriously yet with the exception of some terrible puns plays it straight and never wastes the audiences time with winking self awareness. Plus theres a definite energy and enthusiasm to the whole enterprise thats almost impossible to resist. Yeah its nothing special but it knows that and it couldnt be more proud of that fact. Its a goofy party horror movie and it never pretends to be anything more.<br /><br />It might not be a classic but Night of the Demons is a good example of horror junk food done right. It might not be too memorable or original but sometimes you dont want a fancy beer. Sometimes you want a Budweiser.',pos
